doi,doi_link,title,year,host,oa_pdf_url,block_reason,openalex_key,detail
10.5281/zenodo.7854202,https://doi.org/10.5281/zenodo.7854202,"Ab initio multiple spawning simulations for ""Rehybridization dynamics into the pericyclic minimum of an electrocyclic reaction imaged in real-time""",2023,doi.org,https://doi.org/10.5281/zenodo.7854202,no fetchable PDF and no Europe PMC full text,W4393678080,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.7854203,https://doi.org/10.5281/zenodo.7854203,"Ab initio multiple spawning simulations for ""Rehybridization dynamics into the pericyclic minimum of an electrocyclic reaction imaged in real-time""",2023,doi.org,https://doi.org/10.5281/zenodo.7854203,no fetchable PDF and no Europe PMC full text,W4393450892,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5281/zenodo.7983018,https://doi.org/10.5281/zenodo.7983018,Alkane dataset for reactive chemistry neural network potentials at DFT and CASPT2 level,2023,doi.org,https://doi.org/10.5281/zenodo.7983018,"HTML landing page, not a PDF",W4393728560,ValueError: response is not a PDF (probably an HTML landing page)
10.5281/zenodo.8169551,https://doi.org/10.5281/zenodo.8169551,Chemical Control of Excited-State Reactivity of the Anionic Green Fluorescent Protein Chromophore,2024,doi.org,https://doi.org/10.5281/zenodo.8169551,no fetchable PDF and no Europe PMC full text,W4393538251,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5282/edoc.15047,https://doi.org/10.5282/edoc.15047,Relation between molecular structure and ultrafast photoreactivity with application to molecular switches,2012,doi.org,https://doi.org/10.5282/edoc.15047,"HTML landing page, not a PDF",W1758898140,ValueError: response is not a PDF (probably an HTML landing page)
10.5287/ora-9edabvzgp,https://doi.org/10.5287/ora-9edabvzgp,Probing Mn-Mn and Mn-Si bonding in silicon cages,2022,doi.org,https://doi.org/10.5287/ora-9edabvzgp,"HTML landing page, not a PDF",W7116726723,ValueError: response is not a PDF (probably an HTML landing page)
10.5463/thesis.1633,https://doi.org/10.5463/thesis.1633,Computational Aspects of the One Body Reduced Density Matrix Functional Theory,2026,doi.org,https://doi.org/10.5463/thesis.1633,no fetchable PDF and no Europe PMC full text,W7130832557,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.5530/ijopp.20250125,https://doi.org/10.5530/ijopp.20250125,Adherence and Impact of Medication Regimen Complexity among Geriatric Patients: A Review,2024,doi.org,https://doi.org/10.5530/ijopp.20250125,"HTML landing page, not a PDF",W4404545634,ValueError: response is not a PDF (probably an HTML landing page)
10.5562/cca2770,https://doi.org/10.5562/cca2770,Multireference Configuration Interaction Methods – An Application to the Valence Isomerism in Cyclobutadieno-p-benzoquinone and its Diprotonated Form,2015,doi.org,https://doi.org/10.5562/cca2770,HTTP 418,W2344492140,1 PDF location(s) + Europe PMC tried; HTTPError: 418 Client Error: I'm a teapot for url: https://hrcak.srce.hr/file/222471 | no Europe PMC OA full text
10.5562/cca3172,https://doi.org/10.5562/cca3172,The Influence of Multiple Fluorination on the Ring Opening of [2.2.2]Propellane,2017,doi.org,https://doi.org/10.5562/cca3172,HTTP 418,W2745480307,1 PDF location(s) + Europe PMC tried; HTTPError: 418 Client Error: I'm a teapot for url: https://hrcak.srce.hr/file/273946 | no Europe PMC OA full text
10.5897/ajpp11.276,https://doi.org/10.5897/ajpp11.276,Assessing the complexity of medicine regimens – A pilot study,2011,doi.org,https://doi.org/10.5897/ajpp11.276,HTTP 403 (publisher blocks scripted clients),W2163949714,HTTPError: 403 Client Error: Forbidden for url: https://www.academicjournals.org/ajpp/abstracts/abstracts/abstract%202011/29%20October/Oosthuizen%20et%20al.htm
10.5935/1984-6835.20160025,https://doi.org/10.5935/1984-6835.20160025,Hyperspherical Coordinate Potential Energy Surface for the He<sub>3</sub>Complex,2016,doi.org,https://doi.org/10.5935/1984-6835.20160025,"HTML landing page, not a PDF",W2336905333,ValueError: response is not a PDF (probably an HTML landing page)
10.5935/1984-6835.20160030,https://doi.org/10.5935/1984-6835.20160030,Theoretical Study of 23 Covalent States of the F<sub>2</sub>Molecule by Relativistic Methodology MRCI 4 Components,2016,doi.org,https://doi.org/10.5935/1984-6835.20160030,"HTML landing page, not a PDF",W2516188004,ValueError: response is not a PDF (probably an HTML landing page)
10.59350/5j1p7-a0x60,https://doi.org/10.59350/5j1p7-a0x60,"Multiconfigurational methods (CI, CC, CASSCF, CASPT2)",2010,doi.org,https://doi.org/10.59350/5j1p7-a0x60,no fetchable PDF and no Europe PMC full text,W4417012055,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.59350/joaquinbarroso.322,https://doi.org/10.59350/joaquinbarroso.322,"Multiconfigurational methods (CI, CC, CASSCF, CASPT2)",2010,doi.org,https://doi.org/10.59350/joaquinbarroso.322,"HTML landing page, not a PDF",W4412775567,ValueError: response is not a PDF (probably an HTML landing page)
10.60713/pist-201522,https://doi.org/10.60713/pist-201522,"Étude théorique de la structure électronique et du spectre rovibrationnel du système [H, H, N, S]",2023,doi.org,https://doi.org/10.60713/pist-201522,no fetchable PDF and no Europe PMC full text,W7155568895,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.60713/pist-201946,https://doi.org/10.60713/pist-201946,"La structure moléculaire des radicaux XCO2(X = F, NH2 et CH3) et leurs énergies de fragmentation",2024,doi.org,https://doi.org/10.60713/pist-201946,no fetchable PDF and no Europe PMC full text,W7155509254,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.60713/pist-202084,https://doi.org/10.60713/pist-202084,Étude théorique de la spectroscopie de la molécule KS et des cations VN2+ et VN3+,2021,doi.org,https://doi.org/10.60713/pist-202084,timeout,W7155501625,"ConnectTimeout: HTTPConnectionPool(host='www.pist.tn', port=80): Max retries exceeded with url: /record/202084 (Caused by ConnectTimeoutError(<HTTPConnection(host='www.pist.tn', port=80) at 0x7f8ae037a8f0>, 'Connection to www.pist.tn timed out. (connect timeout=30)'))"
10.60713/pist-202777,https://doi.org/10.60713/pist-202777,Étude spectroscopique des cations diatomiques multichargés:Caractérisation des cations AlO+ et AlO2+ du monoxyde d'aluminium AlO,2020,doi.org,https://doi.org/10.60713/pist-202777,timeout,W7165631472,"ConnectTimeout: HTTPConnectionPool(host='www.pist.tn', port=80): Max retries exceeded with url: /record/202777 (Caused by ConnectTimeoutError(<HTTPConnection(host='www.pist.tn', port=80) at 0x7f8af00d8c70>, 'Connection to www.pist.tn timed out. (connect timeout=30)'))"
10.6082/32p7n-9xv17,https://doi.org/10.6082/32p7n-9xv17,Multiconfiguration Pair-Density Functional Theory for Chromium(IV) Molecular Qubits,2022,doi.org,https://doi.org/10.6082/32p7n-9xv17,"HTML landing page, not a PDF",W7163068823,ValueError: response is not a PDF (probably an HTML landing page)
10.6082/9r62r-kg133,https://doi.org/10.6082/9r62r-kg133,Multiconfiguration Pair-Density Functional Theory for Chromium(IV) Molecular Qubits,2022,doi.org,https://doi.org/10.6082/9r62r-kg133,"HTML landing page, not a PDF",W7163066203,ValueError: response is not a PDF (probably an HTML landing page)
10.6082/evxmf-8kk87,https://doi.org/10.6082/evxmf-8kk87,Developments and Applications of Automated Multiconfigurational Quantum Chemistry,2024,doi.org,https://doi.org/10.6082/evxmf-8kk87,TLS/SSL failure,W7163032122,"SSLError: HTTPSConnectionPool(host='api.openalex.org', port=443): Max retries exceeded with url: /works/https://doi.org/10.6082/evxmf-8kk87?mailto=victorchanglee%40gmail.com&select=locations%2Cbest_oa_location (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in vi"
10.6082/wgpqw-nxs33,https://doi.org/10.6082/wgpqw-nxs33,Multireference Studies of Transition Metal and Actinide Containing Molecular Systems,2025,doi.org,https://doi.org/10.6082/wgpqw-nxs33,no fetchable PDF and no Europe PMC full text,W7165112700,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.6084/m9.figshare.1012550,https://doi.org/10.6084/m9.figshare.1012550,Vertical ionization energies of the outer valence orbitals of pyridazine,2013,doi.org,https://doi.org/10.6084/m9.figshare.1012550,"HTML landing page, not a PDF",W4394373449,ValueError: response is not a PDF (probably an HTML landing page)
10.6084/m9.figshare.12859744,https://doi.org/10.6084/m9.figshare.12859744,Some <i>ab initio</i> thoughts on the bonding in O<sub>3</sub>H,2020,doi.org,https://doi.org/10.6084/m9.figshare.12859744,"HTML landing page, not a PDF",W4394508751,ValueError: response is not a PDF (probably an HTML landing page)
10.6084/m9.figshare.14289950,https://doi.org/10.6084/m9.figshare.14289950,Potentially inappropriate medications prescribed to patients at the Reference Center in Health Care for Old People,2021,doi.org,https://doi.org/10.6084/m9.figshare.14289950,"HTML landing page, not a PDF",W4394390222,ValueError: response is not a PDF (probably an HTML landing page)
10.6084/m9.figshare.14346263,https://doi.org/10.6084/m9.figshare.14346263,Supplementary Material for: Impact of Comorbidity Burden on Cognitive Decline: A Prospective Cohort Study of Older Adults with Dementia,2021,doi.org,https://doi.org/10.6084/m9.figshare.14346263,"HTML landing page, not a PDF",W4394292392,ValueError: response is not a PDF (probably an HTML landing page)
10.6084/m9.figshare.15132081,https://doi.org/10.6084/m9.figshare.15132081,Tyrosine_ExcitedStates,2021,doi.org,https://doi.org/10.6084/m9.figshare.15132081,"HTML landing page, not a PDF",W4394329022,ValueError: response is not a PDF (probably an HTML landing page)
10.6084/m9.figshare.15132081.v1,https://doi.org/10.6084/m9.figshare.15132081.v1,Tyrosine_ExcitedStates,2021,doi.org,https://doi.org/10.6084/m9.figshare.15132081.v1,"HTML landing page, not a PDF",W4394110474,ValueError: response is not a PDF (probably an HTML landing page)
10.6084/m9.figshare.15132081.v2,https://doi.org/10.6084/m9.figshare.15132081.v2,Tyrosine_ExcitedStates,2021,doi.org,https://doi.org/10.6084/m9.figshare.15132081.v2,"HTML landing page, not a PDF",W4394533427,ValueError: response is not a PDF (probably an HTML landing page)
10.6084/m9.figshare.15132081.v3,https://doi.org/10.6084/m9.figshare.15132081.v3,Tyrosine_ExcitedStates,2021,doi.org,https://doi.org/10.6084/m9.figshare.15132081.v3,"HTML landing page, not a PDF",W4394511154,ValueError: response is not a PDF (probably an HTML landing page)
10.6084/m9.figshare.21317426,https://doi.org/10.6084/m9.figshare.21317426,On the UV spectroscopy and photodynamics of octatetraene,2022,doi.org,https://doi.org/10.6084/m9.figshare.21317426,"HTML landing page, not a PDF",W4394404006,ValueError: response is not a PDF (probably an HTML landing page)
10.6084/m9.figshare.21624433,https://doi.org/10.6084/m9.figshare.21624433,Hospital readmission within 30 days of older adults hospitalized in a public hospital,2022,doi.org,https://doi.org/10.6084/m9.figshare.21624433,"HTML landing page, not a PDF",W4394368954,ValueError: response is not a PDF (probably an HTML landing page)
10.6084/m9.figshare.23548157,https://doi.org/10.6084/m9.figshare.23548157,"Hyperfine and P, T odd properties in BiO: comparison between coupled-cluster method and multi-reference perturbation method based on a Dirac Hamiltonian",2023,doi.org,https://doi.org/10.6084/m9.figshare.23548157,"HTML landing page, not a PDF",W4394411668,ValueError: response is not a PDF (probably an HTML landing page)
10.6084/m9.figshare.23548157.v1,https://doi.org/10.6084/m9.figshare.23548157.v1,"Hyperfine and P, T odd properties in BiO: comparison between coupled-cluster method and multi-reference perturbation method based on a Dirac Hamiltonian",2023,doi.org,https://doi.org/10.6084/m9.figshare.23548157.v1,"HTML landing page, not a PDF",W4394267620,ValueError: response is not a PDF (probably an HTML landing page)
10.6084/m9.figshare.23564070,https://doi.org/10.6084/m9.figshare.23564070,Supporting Data: CASPT2 molecular geometries of Fe(II) spin-crossover complexes,2023,doi.org,https://doi.org/10.6084/m9.figshare.23564070,"HTML landing page, not a PDF",W4394529377,ValueError: response is not a PDF (probably an HTML landing page)
10.6084/m9.figshare.30774632,https://doi.org/10.6084/m9.figshare.30774632,"Data for manuscript: ""Gradients not needed: ML-driven propagation of nonadiabatic molecular dynamics without reference gradients""",2026,doi.org,https://doi.org/10.6084/m9.figshare.30774632,"HTML landing page, not a PDF",W7125795538,ValueError: response is not a PDF (probably an HTML landing page)
10.6084/m9.figshare.30774632.v1,https://doi.org/10.6084/m9.figshare.30774632.v1,"Data for manuscript: ""Gradients not needed: ML-driven propagation of nonadiabatic molecular dynamics without reference gradients""",2026,doi.org,https://doi.org/10.6084/m9.figshare.30774632.v1,"HTML landing page, not a PDF",W7125813133,ValueError: response is not a PDF (probably an HTML landing page)
10.6084/m9.figshare.31963335,https://doi.org/10.6084/m9.figshare.31963335,"ORCA ONIOM Output di([1,1’-biphenyl]-4-yl)carbene",2026,doi.org,https://doi.org/10.6084/m9.figshare.31963335,"HTML landing page, not a PDF",W7169579104,ValueError: response is not a PDF (probably an HTML landing page)
10.6084/m9.figshare.31963335.v1,https://doi.org/10.6084/m9.figshare.31963335.v1,"ORCA ONIOM Output di([1,1’-biphenyl]-4-yl)carbene",2026,doi.org,https://doi.org/10.6084/m9.figshare.31963335.v1,"HTML landing page, not a PDF",W7169493916,ValueError: response is not a PDF (probably an HTML landing page)
10.6084/m9.figshare.4497299,https://doi.org/10.6084/m9.figshare.4497299,Influence of the choice of projection manifolds in the CASPT2 implementation,2016,doi.org,https://doi.org/10.6084/m9.figshare.4497299,"HTML landing page, not a PDF",W4394169559,ValueError: response is not a PDF (probably an HTML landing page)
10.6084/m9.figshare.4725565,https://doi.org/10.6084/m9.figshare.4725565,Transition dipole moment between (b triplet Sigma -) and (d triplet Pi) electronic states of C and H+ (MRCI+Q AV6Z).,2017,doi.org,https://doi.org/10.6084/m9.figshare.4725565,"HTML landing page, not a PDF",W4394456282,ValueError: response is not a PDF (probably an HTML landing page)
10.6084/m9.figshare.4985177,https://doi.org/10.6084/m9.figshare.4985177,A MRCC study of the isomerisation of cyclopropane,2017,doi.org,https://doi.org/10.6084/m9.figshare.4985177,"HTML landing page, not a PDF",W4394289839,ValueError: response is not a PDF (probably an HTML landing page)
10.6084/m9.figshare.7111850,https://doi.org/10.6084/m9.figshare.7111850,A shared medication scheme for community dwelling older patients with polypharmacy receiving home health care: role of the community pharmacist,2018,doi.org,https://doi.org/10.6084/m9.figshare.7111850,"HTML landing page, not a PDF",W4394390955,ValueError: response is not a PDF (probably an HTML landing page)
10.6084/m9.figshare.963376,https://doi.org/10.6084/m9.figshare.963376,Similarity transformed equation of motion coupled cluster theory revisited: a benchmark study of valence excited states,2014,doi.org,https://doi.org/10.6084/m9.figshare.963376,"HTML landing page, not a PDF",W4394420054,ValueError: response is not a PDF (probably an HTML landing page)
10.6084/m9.figshare.963376.v1,https://doi.org/10.6084/m9.figshare.963376.v1,Similarity transformed equation of motion coupled cluster theory revisited: a benchmark study of valence excited states,2014,doi.org,https://doi.org/10.6084/m9.figshare.963376.v1,"HTML landing page, not a PDF",W4394322431,ValueError: response is not a PDF (probably an HTML landing page)
10.6084/m9.figshare.c.3685627.v1,https://doi.org/10.6084/m9.figshare.c.3685627.v1,"Supplementary material from ""Insights into the deactivation of 5-bromouracil after ultraviolet excitation""",2017,doi.org,https://doi.org/10.6084/m9.figshare.c.3685627.v1,"HTML landing page, not a PDF",W2598063362,ValueError: response is not a PDF (probably an HTML landing page)
10.6084/m9.figshare.c.3737713_d1,https://doi.org/10.6084/m9.figshare.c.3737713_d1,Additional file 1: Table S1. of Mitochondrial DNA T7719G in tRNA-Lys gene affects litter size in Small-tailed Han sheep,2017,doi.org,https://doi.org/10.6084/m9.figshare.c.3737713_d1,"HTML landing page, not a PDF",W4394483535,ValueError: response is not a PDF (probably an HTML landing page)
